Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population),is_federal_level
Extortion,Chelyabinsk Oblast,2014,178.0,5.1,False
Extortion,Altai Republic,2014,6.0,2.9,False
Extortion,Republic of Buryatia,2014,50.0,5.1,False
Extortion,Tuva Republic,2014,11.0,3.5,False
Extortion,Republic of Khakassia,2014,28.0,5.2,False
Extortion,Altai Krai,2014,112.0,4.7,False
Extortion,Zabaykalsky Krai,2014,107.0,9.9,False
Extortion,Krasnoyarsk Krai,2014,81.0,2.8,False
Extortion,Irkutsk Oblast,2014,75.0,3.1,False
Extortion,Kemerovo Oblast,2014,124.0,4.5,False
Extortion,Novosibirsk Oblast,2014,70.0,2.6,False
Extortion,Omsk Oblast,2014,15.0,0.8,False
Extortion,Tomsk Oblast,2014,15.0,1.4,False
Extortion,Sakha (Yakutia) Republic,2014,34.0,3.6,False
Extortion,Kamchatka Krai,2014,10.0,3.2,False
Extortion,Primorsky Krai,2014,162.0,8.4,False
Extortion,Khabarovsk Krai,2014,56.0,4.2,False
Extortion,Amur Oblast,2014,35.0,4.3,False
Extortion,Magadan Oblast,2014,1.0,0.7,False
Extortion,Sakhalin Oblast,2014,9.0,1.9,False
Extortion,Jewish Autonomous Oblast,2014,7.0,4.1,False
Extortion,Chukotka Autonomous Okrug,2014,0.0,0.0,False
Hooliganism,Russian Federation,2014,4022.0,2.8,True
Hooliganism,Belgorod Oblast,2014,16.0,1.0,False
Hooliganism,Bryansk Oblast,2014,46.0,3.7,False
Hooliganism,Vladimir Oblast,2014,20.0,1.4,False
Hooliganism,Voronezh Oblast,2014,33.0,1.4,False
Hooliganism,Ivanovo Oblast,2014,27.0,2.6,False
Hooliganism,Kaluga Oblast,2014,18.0,1.8,False
Hooliganism,Kostroma Oblast,2014,5.0,0.8,False
Hooliganism,Kursk Oblast,2014,5.0,0.4,False
Hooliganism,Lipetsk Oblast,2014,11.0,0.9,False
Hooliganism,Moscow Oblast,2014,144.0,1.9,False
Hooliganism,Oryol Oblast,2014,29.0,3.8,False
Hooliganism,Ryazan Oblast,2014,16.0,1.4,False
Hooliganism,Smolensk Oblast,2014,27.0,2.8,False
Hooliganism,Tambov Oblast,2014,14.0,1.3,False
Hooliganism,Tver Oblast,2014,25.0,1.9,False
Hooliganism,Tula Oblast,2014,10.0,0.7,False
Hooliganism,Yaroslavl Oblast,2014,18.0,1.4,False
Hooliganism,Moscow,2014,578.0,4.8,False
Hooliganism,Republic of Karelia,2014,72.0,11.7,False
Hooliganism,Komi Republic,2014,123.0,14.4,False
Hooliganism,Arkhangelsk Oblast,2014,25.0,2.2,False
Hooliganism,Nenets Autonomous Okrug,2014,0.0,0.0,False
Hooliganism,Vologda Oblast,2014,156.0,13.1,False
Hooliganism,Kaliningrad Oblast,2014,11.0,1.1,False
Hooliganism,Leningrad Oblast,2014,43.0,2.4,False
Hooliganism,Murmansk Oblast,2014,17.0,2.3,False
Hooliganism,Novgorod Oblast,2014,24.0,3.9,False
Hooliganism,Pskov Oblast,2014,10.0,1.5,False
Hooliganism,Saint Petersburg,2014,103.0,2.0,False
Hooliganism,Republic of Dagestan,2014,40.0,1.3,False
Hooliganism,Republic of Ingushetia,2014,7.0,1.6,False
Hooliganism,Kabardino-Balkar Republic,2014,2.0,0.2,False
Hooliganism,Karachay-Cherkess Republic,2014,5.0,1.1,False
Hooliganism,Republic of North Ossetia-Alania,2014,4.0,0.6,False
Hooliganism,Chechen Republic,2014,6.0,0.4,False
Hooliganism,Stavropol Krai,2014,118.0,4.2,False
Hooliganism,Republic of Adygea,2014,2.0,0.4,False
Hooliganism,Republic of Kalmykia,2014,13.0,4.6,False
Hooliganism,Republic of Crimea,2014,17.0,,False
Hooliganism,Krasnodar Krai,2014,65.0,1.2,False
Hooliganism,Astrakhan Oblast,2014,13.0,1.3,False
Hooliganism,Volgograd Oblast,2014,122.0,4.7,False
Hooliganism,Rostov Oblast,2014,62.0,1.5,False
Hooliganism,Sevastopol,2014,6.0,,False
Hooliganism,Republic of Bashkortostan,2014,73.0,1.8,False
Hooliganism,Mari El Republic,2014,25.0,3.6,False
Hooliganism,Republic of Mordovia,2014,9.0,1.1,False
Hooliganism,Republic of Tatarstan,2014,166.0,4.3,False
Hooliganism,Udmurt Republic,2014,131.0,8.7,False
Hooliganism,Chuvash Republic,2014,73.0,5.9,False
Hooliganism,Perm Krai,2014,66.0,2.5,False
Hooliganism,Kirov Oblast,2014,52.0,4.0,False
Hooliganism,Nizhny Novgorod Oblast,2014,22.0,0.7,False
Hooliganism,Orenburg Oblast,2014,30.0,1.5,False
Hooliganism,Penza Oblast,2014,4.0,0.3,False
Hooliganism,Samara Oblast,2014,56.0,1.7,False
Hooliganism,Saratov Oblast,2014,27.0,1.1,False
Hooliganism,Ulyanovsk Oblast,2014,24.0,1.9,False
Hooliganism,Kurgan Oblast,2014,19.0,2.2,False
Hooliganism,Sverdlovsk Oblast,2014,97.0,2.2,False
Hooliganism,Tyumen Oblast,2014,97.0,6.8,False
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2014,88.0,5.5,False
Hooliganism,Yamalo-Nenets Autonomous Okrug,2014,11.0,2.1,False
Hooliganism,Chelyabinsk Oblast,2014,245.0,7.0,False
Hooliganism,Altai Republic,2014,3.0,1.4,False
Hooliganism,Republic of Buryatia,2014,22.0,2.3,False
Hooliganism,Tuva Republic,2014,5.0,1.6,False
Hooliganism,Republic of Khakassia,2014,83.0,15.5,False
Hooliganism,Altai Krai,2014,16.0,0.7,False
Hooliganism,Zabaykalsky Krai,2014,18.0,1.7,False
Hooliganism,Krasnoyarsk Krai,2014,52.0,1.8,False
Hooliganism,Irkutsk Oblast,2014,43.0,1.8,False
Hooliganism,Kemerovo Oblast,2014,99.0,3.6,False
Hooliganism,Novosibirsk Oblast,2014,53.0,1.9,False
Hooliganism,Omsk Oblast,2014,10.0,0.5,False
Hooliganism,Tomsk Oblast,2014,8.0,0.7,False
Hooliganism,Sakha (Yakutia) Republic,2014,25.0,2.6,False
Hooliganism,Kamchatka Krai,2014,1.0,0.3,False
Hooliganism,Primorsky Krai,2014,41.0,2.1,False
Hooliganism,Khabarovsk Krai,2014,21.0,1.6,False
Hooliganism,Amur Oblast,2014,6.0,0.7,False
Hooliganism,Magadan Oblast,2014,2.0,1.3,False
Hooliganism,Sakhalin Oblast,2014,8.0,1.6,False
Hooliganism,Jewish Autonomous Oblast,2014,5.0,3.0,False
Hooliganism,Chukotka Autonomous Okrug,2014,0.0,0.0,False
Crimes in the Sphere of Economic Activity,Russian Federation,2014,107797.0,74.8,True
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2014,943.0,61.0,False
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2014,605.0,48.8,False
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2014,899.0,63.4,False
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2014,1510.0,64.7,False
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2014,870.0,84.6,False
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2014,904.0,88.5,False
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2014,697.0,108.1,False
Crimes in the Sphere of Economic Activity,Kursk Oblast,2014,651.0,58.3,False
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2014,775.0,66.5,False
Crimes in the Sphere of Economic Activity,Moscow Oblast,2014,4140.0,55.1,False
Crimes in the Sphere of Economic Activity,Oryol Oblast,2014,665.0,86.5,False
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2014,911.0,79.6,False
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2014,813.0,84.6,False
Crimes in the Sphere of Economic Activity,Tambov Oblast,2014,587.0,54.9,False
Crimes in the Sphere of Economic Activity,Tver Oblast,2014,893.0,67.4,False
Crimes in the Sphere of Economic Activity,Tula Oblast,2014,1102.0,71.6,False
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2014,480.0,37.9,False
Crimes in the Sphere of Economic Activity,Moscow,2014,8602.0,71.5,False
Crimes in the Sphere of Economic Activity,Republic of Karelia,2014,541.0,87.8,False
Crimes in the Sphere of Economic Activity,Komi Republic,2014,754.0,88.5,False
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2014,907.0,80.9,False
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2014,37.0,87.6,False
Crimes in the Sphere of Economic Activity,Vologda Oblast,2014,915.0,76.7,False
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2014,778.0,80.7,False
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2014,976.0,54.5,False
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2014,532.0,70.5,False
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2014,679.0,109.3,False
Crimes in the Sphere of Economic Activity,Pskov Oblast,2014,350.0,53.7,False
Crimes in the Sphere of Economic Activity,Saint Petersburg,2014,2490.0,47.9,False
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2014,1963.0,66.0,False
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2014,352.0,78.3,False
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2014,686.0,79.1,False
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2014,526.0,111.8,False
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2014,1217.0,172.9,False
Crimes in the Sphere of Economic Activity,Chechen Republic,2014,342.0,25.4,False
Crimes in the Sphere of Economic Activity,Stavropol Krai,2014,2598.0,91.9,False
Crimes in the Sphere of Economic Activity,Republic of Adygea,2014,465.0,102.3,False
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2014,273.0,97.1,False
Crimes in the Sphere of Economic Activity,Republic of Crimea,2014,384.0,20.3,False
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2014,3642.0,66.9,False
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2014,1084.0,107.6,False
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2014,2449.0,94.9,False
Crimes in the Sphere of Economic Activity,Rostov Oblast,2014,2687.0,63.1,False
Crimes in the Sphere of Economic Activity,Sevastopol,2014,86.0,21.9,False
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2014,2363.0,57.7,False
Crimes in the Sphere of Economic Activity,Mari El Republic,2014,415.0,60.1,False
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2014,1300.0,159.5,False
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2014,2602.0,67.3,False
Crimes in the Sphere of Economic Activity,Udmurt Republic,2014,1326.0,88.0,False
Crimes in the Sphere of Economic Activity,Chuvash Republic,2014,1361.0,110.2,False
Crimes in the Sphere of Economic Activity,Perm Krai,2014,1347.0,51.3,False
Crimes in the Sphere of Economic Activity,Kirov Oblast,2014,995.0,77.4,False
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2014,1928.0,58.9,False
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2014,853.0,42.9,False
Crimes in the Sphere of Economic Activity,Penza Oblast,2014,687.0,50.6,False
Crimes in the Sphere of Economic Activity,Samara Oblast,2014,2548.0,79.1,False
Crimes in the Sphere of Economic Activity,Saratov Oblast,2014,1412.0,56.1,False
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2014,811.0,64.2,False
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2014,703.0,81.0,False
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2014,2883.0,66.7,False
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2014,964.0,67.7,False
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2014,849.0,53.1,False
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2014,446.0,84.5,False
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2014,2255.0,64.6,False
Crimes in the Sphere of Economic Activity,Altai Republic,2014,170.0,81.5,False
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2014,635.0,65.3,False
Crimes in the Sphere of Economic Activity,Tuva Republic,2014,148.0,47.3,False
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2014,403.0,75.3,False
Crimes in the Sphere of Economic Activity,Altai Krai,2014,1397.0,59.2,False
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2014,1219.0,113.0,False
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2014,1665.0,58.3,False
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2014,1801.0,74.4,False
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2014,1367.0,50.1,False
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2014,1701.0,62.2,False
Crimes in the Sphere of Economic Activity,Omsk Oblast,2014,1982.0,100.8,False
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2014,487.0,45.6,False
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2014,425.0,44.4,False
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2014,309.0,98.3,False
Crimes in the Sphere of Economic Activity,Primorsky Krai,2014,895.0,46.3,False
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2014,896.0,67.0,False
Crimes in the Sphere of Economic Activity,Amur Oblast,2014,309.0,38.2,False
Crimes in the Sphere of Economic Activity,Magadan Oblast,2014,167.0,111.5,False
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2014,480.0,98.9,False
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2014,110.0,65.1,False
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2014,33.0,66.1,False
Murder,Russian Federation,2015,11353.0,7.7,True
Murder,Belgorod Oblast,2015,73.0,4.7,False
Murder,Bryansk Oblast,2015,91.0,7.4,False
Murder,Vladimir Oblast,2015,109.0,7.7,False
Murder,Voronezh Oblast,2015,140.0,6.0,False
Murder,Ivanovo Oblast,2015,52.0,5.1,False
Murder,Kaluga Oblast,2015,82.0,7.9,False
Murder,Kostroma Oblast,2015,40.0,6.3,False
Murder,Kursk Oblast,2015,68.0,6.1,False
Murder,Lipetsk Oblast,2015,56.0,4.8,False
Murder,Moscow Oblast,2015,557.0,7.3,False
Murder,Oryol Oblast,2015,42.0,5.5,False
Murder,Ryazan Oblast,2015,59.0,5.2,False
Murder,Smolensk Oblast,2015,76.0,7.9,False
Murder,Tambov Oblast,2015,54.0,5.1,False
Murder,Tver Oblast,2015,123.0,9.4,False
Murder,Tula Oblast,2015,118.0,7.7,False
Murder,Yaroslavl Oblast,2015,77.0,6.1,False
Murder,Moscow,2015,348.0,2.9,False
Murder,Republic of Karelia,2015,64.0,10.5,False
Murder,Komi Republic,2015,84.0,10.0,False
Murder,Arkhangelsk Oblast,2015,139.0,12.6,False
Murder,Nenets Autonomous Okrug,2015,9.0,21.3,False
Murder,Vologda Oblast,2015,94.0,7.9,False
Murder,Kaliningrad Oblast,2015,54.0,5.6,False
Murder,Leningrad Oblast,2015,159.0,8.8,False
Murder,Murmansk Oblast,2015,39.0,5.2,False
Murder,Novgorod Oblast,2015,57.0,9.2,False
Murder,Pskov Oblast,2015,45.0,7.0,False
Murder,Saint Petersburg,2015,202.0,3.8,False
Murder,Republic of Dagestan,2015,109.0,3.6,False
Murder,Republic of Ingushetia,2015,16.0,3.5,False
Murder,Kabardino-Balkar Republic,2015,40.0,4.6,False
Murder,Karachay-Cherkess Republic,2015,40.0,8.5,False
Murder,Republic of North Ossetia-Alania,2015,24.0,3.4,False
Murder,Chechen Republic,2015,39.0,2.8,False
Murder,Stavropol Krai,2015,163.0,5.7,False
Murder,Republic of Adygea,2015,27.0,5.9,False
Murder,Republic of Kalmykia,2015,22.0,7.9,False
Murder,Republic of Crimea,2015,134.0,7.1,False
Murder,Krasnodar Krai,2015,307.0,5.6,False
Murder,Astrakhan Oblast,2015,65.0,6.4,False
Murder,Volgograd Oblast,2015,159.0,6.2,False
Murder,Rostov Oblast,2015,246.0,5.8,False
Murder,Sevastopol,2015,33.0,8.3,False
Murder,Republic of Bashkortostan,2015,354.0,8.6,False
Murder,Mari El Republic,2015,51.0,7.4,False
Murder,Republic of Mordovia,2015,48.0,5.9,False
Murder,Republic of Tatarstan,2015,264.0,6.8,False
Murder,Udmurt Republic,2015,109.0,7.2,False
Murder,Chuvash Republic,2015,98.0,8.0,False
Murder,Perm Krai,2015,279.0,10.6,False
Murder,Kirov Oblast,2015,89.0,7.0,False
Murder,Nizhny Novgorod Oblast,2015,362.0,11.1,False
Murder,Orenburg Oblast,2015,170.0,8.6,False
Murder,Penza Oblast,2015,55.0,4.1,False
Murder,Samara Oblast,2015,191.0,5.9,False
Murder,Saratov Oblast,2015,124.0,4.9,False
Murder,Ulyanovsk Oblast,2015,103.0,8.2,False
Murder,Kurgan Oblast,2015,136.0,15.9,False
Murder,Sverdlovsk Oblast,2015,430.0,9.9,False
Murder,Tyumen Oblast,2015,122.0,8.4,False
Murder,Khanty–Mansi Autonomous Okrug – Yugra,2015,115.0,7.1,False
Murder,Yamalo-Nenets Autonomous Okrug,2015,74.0,14.1,False
Murder,Chelyabinsk Oblast,2015,349.0,10.0,False
Murder,Altai Republic,2015,40.0,19.1,False
Murder,Republic of Buryatia,2015,220.0,22.5,False
Murder,Tuva Republic,2015,128.0,40.6,False
Murder,Republic of Khakassia,2015,71.0,13.2,False
Murder,Altai Krai,2015,207.0,8.8,False
Murder,Zabaykalsky Krai,2015,226.0,21.1,False
Murder,Krasnoyarsk Krai,2015,308.0,10.8,False
Murder,Irkutsk Oblast,2015,369.0,15.3,False
Murder,Kemerovo Oblast,2015,342.0,12.6,False
Murder,Novosibirsk Oblast,2015,225.0,8.2,False
Murder,Omsk Oblast,2015,130.0,6.6,False
Murder,Tomsk Oblast,2015,99.0,9.2,False
Murder,Sakha (Yakutia) Republic,2015,128.0,13.3,False
Murder,Kamchatka Krai,2015,39.0,12.6,False
Murder,Primorsky Krai,2015,240.0,12.5,False
Murder,Khabarovsk Krai,2015,199.0,14.9,False
Murder,Amur Oblast,2015,127.0,15.7,False
Murder,Magadan Oblast,2015,34.0,23.1,False
Murder,Sakhalin Oblast,2015,81.0,16.9,False
Murder,Jewish Autonomous Oblast,2015,23.0,13.8,False
Murder,Chukotka Autonomous Okrug,2015,7.0,14.1,False
Intentional Bodily Harm,Russian Federation,2015,30167.0,20.6,True
Intentional Bodily Harm,Belgorod Oblast,2015,182.0,11.7,False
Intentional Bodily Harm,Bryansk Oblast,2015,204.0,16.6,False
Intentional Bodily Harm,Vladimir Oblast,2015,232.0,16.4,False
Intentional Bodily Harm,Voronezh Oblast,2015,339.0,14.5,False
Intentional Bodily Harm,Ivanovo Oblast,2015,175.0,17.2,False
Intentional Bodily Harm,Kaluga Oblast,2015,198.0,19.2,False
Intentional Bodily Harm,Kostroma Oblast,2015,84.0,13.2,False
Intentional Bodily Harm,Kursk Oblast,2015,161.0,14.4,False
Intentional Bodily Harm,Lipetsk Oblast,2015,179.0,15.3,False
Intentional Bodily Harm,Moscow Oblast,2015,1252.0,16.3,False
Intentional Bodily Harm,Oryol Oblast,2015,99.0,13.0,False
Intentional Bodily Harm,Ryazan Oblast,2015,113.0,9.9,False
Intentional Bodily Harm,Smolensk Oblast,2015,196.0,20.5,False
Intentional Bodily Harm,Tambov Oblast,2015,147.0,13.8,False
Intentional Bodily Harm,Tver Oblast,2015,244.0,18.6,False
Intentional Bodily Harm,Tula Oblast,2015,264.0,17.2,False
Intentional Bodily Harm,Yaroslavl Oblast,2015,255.0,20.2,False
Intentional Bodily Harm,Moscow,2015,1049.0,8.6,False
Intentional Bodily Harm,Republic of Karelia,2015,157.0,25.8,False
Intentional Bodily Harm,Komi Republic,2015,332.0,39.6,False
Intentional Bodily Harm,Arkhangelsk Oblast,2015,316.0,28.6,False
Intentional Bodily Harm,Nenets Autonomous Okrug,2015,13.0,30.8,False
Intentional Bodily Harm,Vologda Oblast,2015,334.0,28.1,False
Intentional Bodily Harm,Kaliningrad Oblast,2015,155.0,16.0,False
Intentional Bodily Harm,Leningrad Oblast,2015,261.0,14.4,False
Intentional Bodily Harm,Murmansk Oblast,2015,195.0,26.2,False
Intentional Bodily Harm,Novgorod Oblast,2015,165.0,26.7,False
Intentional Bodily Harm,Pskov Oblast,2015,139.0,21.6,False
Intentional Bodily Harm,Saint Petersburg,2015,487.0,9.2,False
Intentional Bodily Harm,Republic of Dagestan,2015,113.0,3.8,False
Intentional Bodily Harm,Republic of Ingushetia,2015,19.0,4.1,False
Intentional Bodily Harm,Kabardino-Balkar Republic,2015,66.0,7.6,False
Intentional Bodily Harm,Karachay-Cherkess Republic,2015,39.0,8.3,False
Intentional Bodily Harm,Republic of North Ossetia-Alania,2015,51.0,7.2,False
Intentional Bodily Harm,Chechen Republic,2015,11.0,0.8,False
Intentional Bodily Harm,Stavropol Krai,2015,358.0,12.6,False
Intentional Bodily Harm,Republic of Adygea,2015,53.0,11.5,False
Intentional Bodily Harm,Republic of Kalmykia,2015,46.0,16.4,False
Intentional Bodily Harm,Republic of Crimea,2015,224.0,11.8,False
Intentional Bodily Harm,Krasnodar Krai,2015,811.0,14.7,False
Intentional Bodily Harm,Astrakhan Oblast,2015,132.0,13.1,False
Intentional Bodily Harm,Volgograd Oblast,2015,429.0,16.7,False
Intentional Bodily Harm,Rostov Oblast,2015,539.0,12.7,False
Intentional Bodily Harm,Sevastopol,2015,51.0,12.8,False
Intentional Bodily Harm,Republic of Bashkortostan,2015,948.0,23.1,False
Intentional Bodily Harm,Mari El Republic,2015,148.0,21.5,False
Intentional Bodily Harm,Republic of Mordovia,2015,136.0,16.7,False
Intentional Bodily Harm,Republic of Tatarstan,2015,595.0,15.3,False
Intentional Bodily Harm,Udmurt Republic,2015,405.0,26.9,False
Intentional Bodily Harm,Chuvash Republic,2015,196.0,15.9,False
Intentional Bodily Harm,Perm Krai,2015,853.0,32.5,False
Intentional Bodily Harm,Kirov Oblast,2015,228.0,17.9,False
Intentional Bodily Harm,Nizhny Novgorod Oblast,2015,463.0,14.2,False
Intentional Bodily Harm,Orenburg Oblast,2015,532.0,27.0,False
Intentional Bodily Harm,Penza Oblast,2015,195.0,14.4,False
Intentional Bodily Harm,Samara Oblast,2015,561.0,17.4,False
Intentional Bodily Harm,Saratov Oblast,2015,396.0,15.7,False
Intentional Bodily Harm,Ulyanovsk Oblast,2015,308.0,24.5,False
Intentional Bodily Harm,Kurgan Oblast,2015,231.0,26.9,False
Intentional Bodily Harm,Sverdlovsk Oblast,2015,1278.0,29.5,False
Intentional Bodily Harm,Tyumen Oblast,2015,428.0,29.6,False
Intentional Bodily Harm,Khanty–Mansi Autonomous Okrug – Yugra,2015,356.0,22.0,False
Intentional Bodily Harm,Yamalo-Nenets Autonomous Okrug,2015,162.0,30.9,False
Intentional Bodily Harm,Chelyabinsk Oblast,2015,1014.0,29.0,False
Intentional Bodily Harm,Altai Republic,2015,88.0,42.0,False
Intentional Bodily Harm,Republic of Buryatia,2015,425.0,43.5,False
Intentional Bodily Harm,Tuva Republic,2015,368.0,116.8,False
Intentional Bodily Harm,Republic of Khakassia,2015,189.0,35.2,False
Intentional Bodily Harm,Altai Krai,2015,643.0,27.4,False
Intentional Bodily Harm,Zabaykalsky Krai,2015,555.0,51.8,False
Intentional Bodily Harm,Krasnoyarsk Krai,2015,1077.0,37.6,False
Intentional Bodily Harm,Irkutsk Oblast,2015,1033.0,42.7,False
Intentional Bodily Harm,Kemerovo Oblast,2015,1346.0,49.5,False
Intentional Bodily Harm,Novosibirsk Oblast,2015,804.0,29.2,False
Intentional Bodily Harm,Omsk Oblast,2015,515.0,26.2,False
Intentional Bodily Harm,Tomsk Oblast,2015,359.0,33.5,False
Intentional Bodily Harm,Sakha (Yakutia) Republic,2015,430.0,44.8,False
Intentional Bodily Harm,Kamchatka Krai,2015,89.0,28.7,False
Intentional Bodily Harm,Primorsky Krai,2015,683.0,35.5,False
Intentional Bodily Harm,Khabarovsk Krai,2015,449.0,33.6,False
Intentional Bodily Harm,Amur Oblast,2015,336.0,41.7,False
Intentional Bodily Harm,Magadan Oblast,2015,61.0,41.4,False
Intentional Bodily Harm,Sakhalin Oblast,2015,194.0,40.4,False
Intentional Bodily Harm,Jewish Autonomous Oblast,2015,59.0,35.4,False
Intentional Bodily Harm,Chukotka Autonomous Okrug,2015,30.0,60.3,False
Rape,Russian Federation,2015,3936.0,2.7,True
Rape,Belgorod Oblast,2015,17.0,1.1,False
Rape,Bryansk Oblast,2015,22.0,1.8,False
Rape,Vladimir Oblast,2015,31.0,2.2,False
Rape,Voronezh Oblast,2015,35.0,1.5,False
Rape,Ivanovo Oblast,2015,28.0,2.8,False
Rape,Kaluga Oblast,2015,42.0,4.1,False
Rape,Kostroma Oblast,2015,14.0,2.2,False
Rape,Kursk Oblast,2015,26.0,2.3,False
Rape,Lipetsk Oblast,2015,15.0,1.3,False
Rape,Moscow Oblast,2015,158.0,2.1,False
Rape,Oryol Oblast,2015,17.0,2.2,False
Rape,Ryazan Oblast,2015,8.0,0.7,False
Rape,Smolensk Oblast,2015,19.0,2.0,False
Rape,Tambov Oblast,2015,17.0,1.6,False
Rape,Tver Oblast,2015,39.0,3.0,False
Rape,Tula Oblast,2015,25.0,1.6,False
Rape,Yaroslavl Oblast,2015,21.0,1.7,False
Rape,Moscow,2015,224.0,1.8,False
Rape,Republic of Karelia,2015,16.0,2.6,False
Rape,Komi Republic,2015,43.0,5.1,False
Rape,Arkhangelsk Oblast,2015,45.0,4.1,False
Rape,Nenets Autonomous Okrug,2015,0.0,0.0,False
Rape,Vologda Oblast,2015,19.0,1.6,False
Rape,Kaliningrad Oblast,2015,35.0,3.6,False
Rape,Leningrad Oblast,2015,39.0,2.2,False
Rape,Murmansk Oblast,2015,7.0,0.9,False
Rape,Novgorod Oblast,2015,13.0,2.1,False
Rape,Pskov Oblast,2015,9.0,1.4,False
Rape,Saint Petersburg,2015,74.0,1.4,False
Rape,Republic of Dagestan,2015,26.0,0.9,False
Rape,Republic of Ingushetia,2015,4.0,0.9,False
Rape,Kabardino-Balkar Republic,2015,16.0,1.8,False
Rape,Karachay-Cherkess Republic,2015,19.0,4.0,False
Rape,Republic of North Ossetia-Alania,2015,10.0,1.4,False
Rape,Chechen Republic,2015,4.0,0.3,False
Rape,Stavropol Krai,2015,81.0,2.8,False
Rape,Republic of Adygea,2015,9.0,2.0,False
Rape,Republic of Kalmykia,2015,9.0,3.2,False
Rape,Republic of Crimea,2015,66.0,3.5,False
Rape,Krasnodar Krai,2015,121.0,2.2,False
Rape,Astrakhan Oblast,2015,32.0,3.2,False
Rape,Volgograd Oblast,2015,73.0,2.8,False
Rape,Rostov Oblast,2015,81.0,1.9,False
Rape,Sevastopol,2015,7.0,1.8,False
Rape,Republic of Bashkortostan,2015,131.0,3.2,False
Rape,Mari El Republic,2015,14.0,2.0,False
Rape,Republic of Mordovia,2015,11.0,1.4,False
Rape,Republic of Tatarstan,2015,222.0,5.7,False
Rape,Udmurt Republic,2015,48.0,3.2,False
Rape,Chuvash Republic,2015,56.0,4.5,False
Rape,Perm Krai,2015,115.0,4.4,False
Rape,Kirov Oblast,2015,41.0,3.2,False
Rape,Nizhny Novgorod Oblast,2015,54.0,1.7,False
Rape,Orenburg Oblast,2015,49.0,2.5,False
Rape,Penza Oblast,2015,28.0,2.1,False
Rape,Samara Oblast,2015,41.0,1.3,False
Rape,Saratov Oblast,2015,81.0,3.2,False
Rape,Ulyanovsk Oblast,2015,29.0,2.3,False
Rape,Kurgan Oblast,2015,51.0,5.9,False
Rape,Sverdlovsk Oblast,2015,135.0,3.1,False
Rape,Tyumen Oblast,2015,67.0,4.6,False
